titulo,categoria,macrocategoria,disponibles,precio_original,precio_oferta,autor,editorial,encuadernacion,peso,dimensiones,ano_edicion,paginas,idioma,info_adicional,descripcion,link,fecha_extraccion
EL PODER DE QUERERTE,Autoayuda,Autoayuda,10,$13.900,$9.700,"BLANCO, MARIA PAZ",BOOKET,Rustico/Bolsillo,"0,307 kg","19 × 12,5 × 2 cm",2025.0,308.0,Español,"['0,307 kg', '19 × 12,5 × 2 cm', '308', 'BOOKET', 'Rustico/Bolsillo', 'BLANCO, MARIA PAZ', '2025', 'Español']","
EL PODER DE QUERERTE


“Si tienes que elegir, elígete siempre a ti. Te mereces absolutamente todo en esta vida por el solo hecho de existir. Ámate cómo eres, reconócete como un milagro de la vida y nunca subestimes el poder de quererte”.
¿Tienes ganas de superarte?, ¿de darle un sentido enriquecedor a tus vivencias?, ¿de transitar con más fortaleza y con nuevas herramientas?, ¿de elevarte como persona para llevar una vida más auténtica y consciente?  
Adquiera EL PODER DE QUERERTE en nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace de OfertasSíguenos en nuestras redes sociales Instagram, Facebook y Twitter. 
",https://feriachilenadellibro.cl/producto/9789566293644-el-poder-de-quererte/,2025_09_16
DE VUELTA A CASA,Contemporanea,Literatura,10,$16.000,$12.000,"MORTON, KATE",DEBOLSILLO,Rustico,"0,494 kg","19 × 12,5 × 4 cm",2025.0,728.0,Español,"['0,494 kg', '19 × 12,5 × 4 cm', 'MORTON, KATE', 'DEBOLSILLO', 'Rustico', 'Español', '2025', '728']","
DE VUELTA A CASA

 Nochebuena de 1959, Altos de Adelaida, Australia. Al final de un día caluroso, en los alrededores de la mansión de la familia Turner, un repartidor realiza un descubrimiento espeluznante. Comienza una investigación policial y el pequeño pueblo de Tambilla se ve sacudido por uno de los casos de asesinato más desconcertantes y dolorosos de la historia de Australia del Sur. Sesenta años más tarde y después de haber perdido su empleo en el periódico, Jess recibe una llamada inesperada por la que decide abandonar Londres y regresar a Sídney. Su abuela Nora, con quien se crio, ha sufrido una caída y está ingresada. Sin nada que hacer en casa de Nora, Jess se dedica a curiosear y encuentra un libro que detalla la investigación policial de una tragedia ya olvidada: la de la familia Turner. Mientras lo hojea, descubre una asombrosa conexión entre su familia y aquel suceso. Desde entonces la búsqueda de la verdad será el único camino posible.  
Adquiera DE VUELTA A CASA en nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace de OfertasSíguenos en nuestras redes sociales Instagram, Facebook y Twitter. 
",https://feriachilenadellibro.cl/producto/9788466380256-de-vuelta-a-casa/,2025_09_16
BUICK 8. UN COCHE PERVERSO,Misterio y Terror,Literatura,5,$12.000,$9.000,"KING, STEPHEN",DEBOLSILLO,Rustico/Bolsillo,"0,4 kg",19 × 13 × 1 cm,2023.0,384.0,Español,"['0,4 kg', '19 × 13 × 1 cm', 'Español', '384', '2023', 'DEBOLSILLO', 'Rustico/Bolsillo', 'KING, STEPHEN']","
BUICK 8. UN COCHE PERVERSO

 Una novela sobre una fascinación enfermiza y peligrosa… Una novela de verdadero terror. Pensilvania, 1979. Llega un extraño a una gasolinera para repostar. Conduce un Buick modelo 1954 pero en perfecto estado. El conductor va al baño y nunca reaparece. La policía se hace cargo del coche, que ahora no funciona, y lo guarda en una nave detrás de la comisaría. Y aquí empieza una historia escalofriante, la historia de un coche con su propia vida, perversa y maliciosa. Los agentes siguen su trabajo, pero el coche de vez en cuando interviene: a veces sus radios y teléfonos no funcionan. A veces el coche empieza a moverse, a producir relámpagos y el maletero se abre para escupir objetos indescriptibles… Hasta parece que es responsable de varias muertes, entre ellas la del agente Wilcox. En el otoño de 2001 el hijo del fallecido agente empieza a trabajar en la comisaría y decide que ha de saber la verdad del Buick 8..  
Adquiera BUICK 8. UN COCHE PERVERSO en nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace de OfertasSíguenos en nuestras redes sociales Instagram, Facebook y Twitter. 
",https://feriachilenadellibro.cl/producto/9789563256826-buick-8-un-coche-perverso/,2025_09_16
EL VIENTO SOPLA DONDE QUIERE,Contemporanea,Literatura,7,$19.900,$18.910,"TAMARO, SUSANNA",SEIX BARRAL,Rustico,"0,351 kg","23 × 13,3 × 1 cm",2025.0,272.0,Español,"['0,351 kg', '23 × 13,3 × 1 cm', 'TAMARO, SUSANNA', 'Rustico', 'SEIX BARRAL', '2025', '272', 'Español']","
EL VIENTO SOPLA DONDE QUIERE

Tres cartas escritas desde el corazón, un secreto y un legado
Por la autora de Donde el corazón te lleve    

«El verdadero, y emocionante, mensaje de este libro es la posibilidad de construir nuestro propio destino de manera genuina.» Corriere della Sera
«Con una escritura clara y precisa, la autora nos ofrece una novela apasionante, que cautiva, y con un toque de suspense y personajes tan auténticos que parece que los vemos en imágenes.» Giornale di Trieste
Bajo el silencio de la nieve y con el año llegando a su fin, una madre afronta su mayor temor; mientras espera un diagnóstico, Chiara se confiesa en tres cartas. Dirige la primera a Alisha, su hija adoptiva nacida en la India, inmersa en una dolorosa búsqueda de su propia identidad. Otra a Ginevra, su hija biológica, concebida durante el proceso de adopción de Alisha. Y la última a Davide, su esposo, cuyo amor inquebrantable se puso a prueba por un error legal que hizo saltar sus vidas por los aires.
Treinta años después de Donde el corazón te lleve, Susanna Tamaro nos adentra nuevamente en las complejas dinámicas familiares regalándonos una novela profunda y apasionante, un himno al legado entre generaciones a través de tres cartas que, escritas desde el corazón, esconden tres lecciones de vida inolvidables.
Una de las autoras más reconocidas del panorama literario internacional, Tamaro «despliega una delicada magia» (Avvenire) para recordarnos la importancia de dotar de sentido a nuestras vidas: «el verdadero, y emocionante, mensaje de este libro es la posibilidad de construir nuestro propio destino de manera genuina» (Corriere della Sera).    
Adquiera EL VIENTO SOPLA DONDE QUIERE en nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace de OfertasSíguenos en nuestras redes sociales Instagram, Facebook y Twitter. 
",https://feriachilenadellibro.cl/producto/9789566424222-el-viento-sopla-donde-quiere/,2025_09_16
READY PLAYER ONE,Ciencia Ficción,Literatura,10,$15.000,$11.300,"CLINE, ERNEST",B DE BOLSILLO,Rustico/Bolsillo,"0,335 kg",19 × 13 × 3 cm,2018.0,480.0,Español,"['0,335 kg', '19 × 13 × 3 cm', 'CLINE, ERNEST', 'Rustico/Bolsillo', 'B DE BOLSILLO', '2018', '480', 'Español']","
READY PLAYER ONE

 Estamos en el año 2044 y, como el resto de la humanidad, Wade Watts prefiere mil veces el videojuego de OASIS al cada vez más sombrío mundo real. Aseguran que este esconde las diabólicas piezas de un rompecabezas cuya resolución conduce a una fortuna incalculable. Las claves del enigma están basadas en la cultura de finales del siglo xx y, durante años, millones de seres humanos han intentado dar con ellas, sin éxito. De repente, Wade logra resolver el primer rompecabezas del premio y, a partir de ese momento, debe competir contra miles de jugadores para conseguir el trofeo. La única forma de sobrevivir es ganar, pero para hacerlo tendrá que abandonar su existencia virtual y enfrentarse a la vida y al amor en el mundo real, del que siempre ha intentado escapar. 
Adquiera READY PLAYER ONE en nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace de OfertasSíguenos en nuestras redes sociales Instagram, Facebook y Twitter. 
",https://feriachilenadellibro.cl/producto/9788413142692-ready-player-one/,2025_09_16
FORASTERA (SAGA CLAIRE RANDALL 1),Novela Histórica,Literatura,29,$18.000,$13.500,"GABALDON, DIANA",SALAMANDRA BOLSILLO,Rustico/Bolsillo,"0,725 kg","21,5 × 14 × 3,5 cm",2025.0,768.0,Español,"['0,725 kg', '21,5 × 14 × 3,5 cm', '768', 'Rustico/Bolsillo', 'SALAMANDRA BOLSILLO', 'Español', '2025', 'GABALDON, DIANA']","
FORASTERA (SAGA CLAIRE RANDALL 1)
 Llega Forastera, la primera entrega de la saga «Outlander».
Una apasionante novela que, contada con una prosa ágil y fluida, ha cimentado el éxito mundial de Daiana Gabaldon y en la que se ha basado la conocida serie de televisión que lleva el mismo nombre.
Comienza la historia de Claire Randal… 
 Recién acabada la Segunda Guerra Mundial, una joven pareja se reúne por fin para pasar sus vacaciones en Escocia. Una tarde, cuando pasea sola por la pradera, Claire se acerca a un círculo de piedras antiquísimas y cae de pronto en un extraño trance. Al volver en sí se encuentra con un panorama desconcertante: el mundo moderno ha desaparecido, ahora la rodea la Escocia de 1734, con sus clanes beligerantes y supersticiosos, hombres y mujeres rudos, a veces violentos, pero con una capacidad de vivir y de amar como Claire jamás había experimentado en su anterior vida. Acosada por los recuerdos, Claire tendrá que elegir entre la seguridad del futuro que dejó atrás y la apasionante incertidumbre del pasado que ahora habita.
En esta primera parte de la saga de Claire Randall -que continúa con Atrapada en el tiempo, Viajera y Tambores de otoño-, Diana Gabaldon ha escrito una historia de amor diferente, en la que los encuentros fortuitos y el juego equívoco del tiempo se conjugan en un intrigante final. 
Adquiera FORASTERA (SAGA CLAIRE RANDALL 1) en nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace de OfertasSíguenos en nuestras redes sociales Instagram, Facebook y Twitter. 
",https://feriachilenadellibro.cl/producto/9789877257649-forastera-saga-claire-randall-1/,2025_09_16
FRANKENSTEIN O EL MODERNO PROMETEO,Universal,Literatura,15,$13.000,$9.750,"SHELLEY, MARY",PENGUIN CLASICOS,Rustico/Bolsillo,"0,255 kg","19 × 12,5 × 2 cm",2015.0,336.0,Español,"['0,255 kg', '19 × 12,5 × 2 cm', 'SHELLEY, MARY', 'Rustico/Bolsillo', 'PENGUIN CLASICOS', '2015', '336', 'Español']","
FRANKENSTEIN O EL MODERNO PROMETEO

 En 1816, Mary Shelley dio vida al que sería su personaje más famoso, el doctor Victor Frankenstein. La historia es bien conocida: un científico consigue crear una criatura a la que luego rechaza. Metáfora sobre la vida, la libertad y el amor, Frankenstein o el moderno Prometeo es una maravillosa fábula con todos los ingredientes de los grandes mitos.
La presente edición se abre con una lúcida introducción de Alberto Manguel, titulada «La novia de Frankenstein», en la que el afamado escritor y crítico analiza el mito del monstruo y su influencia en la cultura contemporánea.
«Cuando esos músculos y esas articulaciones adquirieron la facultad de moverse, aquel ser se convirtió en algo tan indescriptible que ni siquiera Dante habría sido capaz de concebir nada igual.» 
Adquiera FRANKENSTEIN O EL MODERNO PROMETEO en nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace de OfertasSíguenos en nuestras redes sociales Instagram, Facebook y Twitter. 
",https://feriachilenadellibro.cl/producto/9788491050896-frankenstein-o-el-moderno-prometeo/,2025_09_16
REBELION EN LA GRANJA,Clásicos Universales,Literatura,18,$12.000,$9.000,"ORWELL, GEORGE",DEBOLSILLO,Rustico/Bolsillo,"0,110 kg","19 × 12,5 × 1 cm",2013.0,144.0,Español,"['0,110 kg', '19 × 12,5 × 1 cm', 'ORWELL, GEORGE', '144', '2013', 'Rustico/Bolsillo', 'DEBOLSILLO', 'Español']","
REBELION EN LA GRANJA


Esta sátira de la Revolución rusa y el triunfo del estalinismo, escrita
en 1945, se ha convertido por derecho propio en un hito de la cultura
contemporánea y en uno de los libros más mordaces de todos los tiempos.
Ante el auge de los animales de la Granja Solariega, pronto detectamos
las semillas del totalitarismo en una organización aparentemente ideal;
y en nuestros líderes más carismáticos, la sombra de los opresores más
crueles.

Adquiera REBELION EN LA GRANJA en nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace de OfertasSíguenos en nuestras redes sociales Instagram, Facebook y Twitter. 
",https://feriachilenadellibro.cl/producto/9789588773841-rebelion-en-la-granja/,2025_09_16
PSICOMAGIA,Autoayuda,Autoayuda,24,$12.000,$9.000,"JODOROWSKY, ALEJANDRO",DEBOLSILLO,Rustico/Bolsillo,"0,245 kg","19 × 12,5 × 2 cm",2005.0,360.0,Español,"['0,245 kg', '19 × 12,5 × 2 cm', 'JODOROWSKY, ALEJANDRO', '360', '2005', 'Rustico/Bolsillo', 'DEBOLSILLO', 'Español']","
PSICOMAGIA


Psicomagia es el documento más completo sobre la evolución de la obra creativa y terapéutica de Alejandro Jodorowsky, e incluye la versión íntegra del texto fundamental para comprender la psicomagia. El autor nos muestra el camino que le llevó a ella, desde sus primeros actos poéticos y teatrales hasta su aprendizaje para controlar el mundo onírico. Estos pasos imprescindibles, junto con el conocimiento que maestros, curanderos y chamanes le transmitieron, fue lo que dio origen a sus técnicas para sanar, conocidas como psicomagia y psicogenealogía. El libro ofrece también al lector una reciente entrevista con Jodorowsky, en la que nos habla de la muerte, del destino, las religiones, la clonación humana, su idea sobre el futuro de la humanidad o la necesidad de despertar nuestra mente.
Adquiera PSICOMAGIA en nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace de OfertasSíguenos en nuestras redes sociales Instagram, Facebook y Twitter. 
",https://feriachilenadellibro.cl/producto/9789586396349-psicomagia/,2025_09_16
PACK BRIAN WEISS,Autoayuda,Autoayuda,22,$22.400,$16.875,"WEISS, BRIAN",B DE BOLSILLO,Rustico/Bolsillo,"0,415 kg","19 × 12,5 × 3 cm",2025.0,,Español,"['0,415 kg', '19 × 12,5 × 3 cm', 'WEISS, BRIAN', '2025', 'Rustico/Bolsillo', 'B DE BOLSILLO', 'Español']","
PACK BRIAN WEISS


El pack imprescindible que reúne Muchas vidas, muchos maestros y Muchos cuerpos, una misma alma, dos best sellers que han revolucionado el mundo de la psicoterapia.
Muchas vidas, muchos maestros
El doctor Brian Weiss, jefe de psiquiatría del hospital Mount Sinai de Miami, relata en éste, su primer libro, una asombrosa experiencia que cambió por completo su propia vida y su visión de la psicoterapia.
Una de sus pacientes, Catherine, recordó bajo hipnosis varias de sus vidas pasadas y pudo encontrar en ellas el origen de muchos de los traumas que sufría. Catherine se curó, pero ocurrió algo todavía más importante: logró ponerse en contacto con los Maestros, espíritus superiores que habitan los estados entre dos vidas. Ellos le comunicaron importantes mensajes de sabiduría y de conocimiento.
Este relato, profundamente conmovedor, punto de encuentro entre ciencia y metafísica, constituyó un extraordinario best seller y sigue siendo de obligada lectura en un mundo convulsionado, en especial para los que buscan un sentido espiritual.
_________________
Muchos cuerpos, una misma alma
En este libro, el doctor Brian Weiss nos muestra que lo que hagamos en esta vida influirá sobre nuestras reencarnaciones a lo largo del camino de evolución hacia la inmortalidad.
Ésta es una obra revolucionaria, que ahonda en los descubrimientos del doctor Weiss sobre el pasado para transportar a sus millones de lectores hasta un futuro inpidual y colectivo de cuya creación son responsables ellos mismos. Por el camino, sus vidas quedarán transformadas profundamente y encontrarán más paz, más felicidad y soluciones a sus problemas.

Adquiera PACK BRIAN WEISS en nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace de OfertasSíguenos en nuestras redes sociales Instagram, Facebook y Twitter. 
",https://feriachilenadellibro.cl/producto/9788410381643-pack-brian-weiss/,2025_09_16
PACK BRIAN TRACY,Autoayuda,Autoayuda,26,$32.000,$24.000,"TRACY, BRIAN",DEBOLSILLO,Rustico/Bolsillo,"0,450 kg","19 × 12,5 × 3,5 cm",2025.0,,Español,"['0,450 kg', '19 × 12,5 × 3,5 cm', 'TRACY, BRIAN', 'Español', '2025', 'Rustico/Bolsillo', 'DEBOLSILLO']","
PACK BRIAN TRACY


Prepárate para cambiar tus hábitos y aprender a pensar como un emprendedor. Con Brian Tracy puedes desbloquear todo tu potencial para el éxito, conquistar tus objetivos y liberar tu potencial. Puedes lograr más de lo que nunca soñaste posible.
Contiene:
Si lo crees, lo creas: un libro que te ayudará a desterrar pensamientos negativos y desbloquear todo tu potencial para alcanzar el éxito.
Habla menos, actúa más: un método probado de siete pasos que te ayudarán a conseguir, en pocos meses, más de lo que la mayoría de las personas logra en toda su vida.
Multiplica tu dinero: con ejemplos prácticos y de manera asequible, en estas páginas encontrarás el conocimiento necesario para que tú también puedas lograr más de lo que nunca soñaste posible.

Adquiera PACK BRIAN TRACY en nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace de OfertasSíguenos en nuestras redes sociales Instagram, Facebook y Twitter. 
",https://feriachilenadellibro.cl/producto/9788466380652-pack-brian-tracy/,2025_09_16
NUEVA VISITA A UN MUNDO FELIZ,Contemporanea,Literatura,9,$6.000,$4.500,"HUXLEY, ALDOUS",DEBOLSILLO,Rustico/Bolsillo,"0,130 kg","19 × 12,5 × 1 cm",2007.0,136.0,Español,"['0,130 kg', '19 × 12,5 × 1 cm', 'HUXLEY, ALDOUS', '136', '2007', 'Rustico/Bolsillo', 'Español', 'DEBOLSILLO']","
NUEVA VISITA A UN MUNDO FELIZ


«Un mundo feliz» es posiblemente la novela más leída de Huxley, y su
influencia es evidente tanto en buena parte de la novela de ciencia
ficción de calidad como en las novelas filosóficas. Presenta un mundo en
el que el Estado controla hasta el más mínimo detalle de la vida de los
individuos, a los que mantiene en una ignorancia producto de un depurado
«lavado de cerebro».
«Nueva visita a un mundo feliz» es la obra que años después escribió
Huxley analizando «Un mundo feliz» y juzgando en qué se había equivocado
y, sobre todo, en qué había acertado al detectar tendencias sociales y
políticas que amenazaban a la cultura humanística y a la libertad del
ser humano.

Adquiera NUEVA VISITA A UN MUNDO FELIZ en nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace de OfertasSíguenos en nuestras redes sociales Instagram, Facebook y Twitter. 
",https://feriachilenadellibro.cl/producto/9789875663053-nueva-visita-a-un-mundo-feliz/,2025_09_16
MUJERES DEL ALMA MIA,Autores Chilenos,Literatura,15,$12.000,$9.000,"ALLENDE, ISABEL",DEBOLSILLO,Rustico/Bolsillo,"0,140 kg","19 × 12,5 × 1 cm",2024.0,192.0,Español,"['0,140 kg', '19 × 12,5 × 1 cm', 'ALLENDE, ISABEL', '192', '2024', 'Rustico/Bolsillo', 'DEBOLSILLO', 'Español']","
MUJERES DEL ALMA MIA


Cada año vivido y cada arruga cuentan mi historia.
Isabel Allende bucea en su memoria y nos ofrece un emocionante libro sobre su relación con el feminismo y el hecho de ser mujer, al tiempo que reivindica que la vida adulta hay que vivirla, sentirla y gozarla con plena intensidad.
EnMujeres del alma mía la gran autora chilena nos invita a acompañarla en este viaje personal y emocional donde repasa su vinculación con el feminismo desde la infancia hasta hoy. Recuerda a algunas mujeres imprescindibles en su vida, como sus añoradas Panchita, Paula o la agente Carmen Balcells; a escritoras relevantes como Virginia Woolf o Margaret Atwood; a jóvenes artistas que aglutinan la rebeldía de su generación o, entre otras muchas, a esas mujeres anónimas que han sufrido la violencia y que llenas de dignidad y coraje se levantan y avanzan… Ellas son las que tanto le inspiran y tanto le han acompañado a lo largo de su vida: sus mujeres del alma. Finalmente, reflexiona también sobre el movimiento #MeToo -que apoya y celebra-, sobre las recientes revueltas sociales en su país de origen y, cómo no, sobre la nueva situación que globalmente estamos viviendo con la pandemia. Todo ello sin perder esa inconfundible pasión por la vida y por insistir en que, más allá de la edad, siempre hay tiempo para el amor.

Adquiera MUJERES DEL ALMA MIA en nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace de OfertasSíguenos en nuestras redes sociales Instagram, Facebook y Twitter. 
",https://feriachilenadellibro.cl/producto/9786287641969-mujeres-del-alma-mia/,2025_09_16
LA NIÑA ALEMANA,Novela Histórica,Literatura,2,$14.000,$10.500,"CORREA, ARMANDO LUCAS",B DE BOLSILLO,Rustico/Bolsillo,"0,345 kg","19 × 12,5 × 2 cm",2017.0,448.0,Español,"['0,345 kg', '19 × 12,5 × 2 cm', 'CORREA, ARMANDO LUCAS', '448', '2017', 'B DE BOLSILLO', 'Rustico/Bolsillo', 'Español']","
LA NIÑA ALEMANA


Finalmente, solo a unos pocos se les permitió desembarcar. Antes de que todo cambiara, la vida de Hannah Rosenthal era de ensueño. Pero ahora, en 1939, las calles de Berlín están embanderadas de estandartes nazis, su familia ha sido desposeída de sus bienes y losjudíos ya no son bienvenidos en los lugares que antaño frecuentaban . Hannah y Leo Martin, su mejor amigo, sellan un pacto: pase lo que pase, ambos compartirán un mismo futuro. La próxima partida del transatlántico St. Louis con rumbo a Cuba les proporcionará una chispa de esperanza. Tras una ardua gestión para obtener visados, los Rosenthal y los Martin se embarcan en la lujosa nave condestino a La Habana. La vida a bordo del St. Louis se asemeja a unas vacaciones surrealistas para esos refugiados, pero los rumores inquietantes desde Cuba no tardan en ensombrecer el ambiente festivo, y la nave que prometía ser su salvación parece a punto de convertirse en su sentencia de muerte. Hannah y Leo se ven enfrentados a una decisión desgarradora… Siete décadas después, en la ciudadde Nueva York, el día que cumple doce años, Anna Rosen recibe un paquete de Hannah, una tía abuela a la que nunca conoció pero que crioa su difunto padre. En un intento de reconstruir el misterioso pasado de su padre, Anna y su madre viajan a La Habana para reunirse con la anciana. Hannah les relatará el viaje en el St. Louis, les hablará de sus años en la isla y revelará, por primera vez,el modo en el que ella y Leo cumplieron con el solemne pacto que sellaron.
Adquiera LA NIÑA ALEMANA en nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace de OfertasSíguenos en nuestras redes sociales Instagram, Facebook y Twitter. 
",https://feriachilenadellibro.cl/producto/9789877803235-la-nina-alemana/,2025_09_16
ESTUCHE HARRY POTTER PACK 7 LIBROS,Fantasía y Magia,Libros Juveniles,5,$109.000,$81.750,"ROWLING, J. K.",SALAMANDRA BOLSILLO,Rustico/Bolsillo,"0,4 kg",20 × 22 × 1 cm,2023.0,,Español,"['0,4 kg', '20 × 22 × 1 cm', 'ROWLING, J. K.', '2023', 'SALAMANDRA BOLSILLO', 'Rustico/Bolsillo', 'Español']","
ESTUCHE HARRY POTTER PACK 7 LIBROS


Salamandra presenta la saga de «Harry Potter» en una edición renovada y única en un estuche con las siete novelas de Harry Potter.
Con el rediseño de cubierta a cargo del galardonado ilustrador Jonny Duddle, estos libros son una nueva propuesta, muy atractiva, para acercar Harry Potter a todos los públicos: desde coleccionistas hasta los lectores más jóvenes.

Adquiera ESTUCHE HARRY POTTER PACK 7 LIBROS en nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace de OfertasSíguenos en nuestras redes sociales Instagram, Facebook y Twitter. 
",https://feriachilenadellibro.cl/producto/9786287744134-estuche-harry-potter-pack-7-libros/,2025_09_16
ENSAYO SOBRE LA LUCIDEZ,Contemporanea,Literatura,15,$13.000,$9.750,"SARAMAGO, JOSE",DEBOLSILLO,Rustico/Bolsillo,"0,255 kg","19 × 12,5 × 2,5 cm",2016.0,384.0,Español,"['0,255 kg', '19 × 12,5 × 2,5 cm', 'SARAMAGO, JOSE', '384', '2016', 'DEBOLSILLO', 'Rustico/Bolsillo', 'Español']","
ENSAYO SOBRE LA LUCIDEZ


Durante las elecciones municipales de una ciudad sin nombre, la mayoría de sus habitantes decide individualmente ejercer su derecho al voto de una manera inesperada. El gobierno teme que ese gesto revolucionario, capaz de socavar los cimientos de una democracia degenerada, sea producto de una conjura anarquista internacional o de grupos extremistas desconocidos. Las cloacas del poder se ponen en marcha: los culpables tienen que ser eliminados. Y si no se hallan, se inventan. Con esta obra Saramago lanza una llamada de alerta: «Puede suceder que un día tengamos que preguntarnos Quién ha firmado esto por mí». Ese día puede ser hoy.

Adquiera ENSAYO SOBRE LA LUCIDEZ en nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace de OfertasSíguenos en nuestras redes sociales Instagram, Facebook y Twitter. 
",https://feriachilenadellibro.cl/producto/9789589016107-ensayo-sobre-la-lucidez/,2025_09_16
ENERGIA SIN LIMITES,Mente y Espíritu,Autoayuda,5,$11.000,$8.250,"CHOPRA, DEEPAK",B DE BOLSILLO,Rustico/Bolsillo,"0,150 kg","19 × 12,5 × 1 cm",2023.0,160.0,Español,"['0,150 kg', '19 × 12,5 × 1 cm', 'CHOPRA, DEEPAK', '160', '2023', 'Rustico/Bolsillo', 'Español', 'B DE BOLSILLO']","
ENERGIA SIN LIMITES


El equilibrio mente-cuerpo en un programa para acrecentar las energías y la vitalidad. La mente posee un potencial de energía que podemos desbloquear para desarrollar una vida plena. Deepak Chopra, el destacado especialista en medicina ayurvédica, nos ofrece una serie de consejos y pasos a seguir para aprovechar ese potencial y recuperar la vitalidad esencia; gracias a ello, podremos desarrollar nuestras actividades cotidianas y enfrentar nuevos desafíos. Aborda, además, temas tan actuales como la relación entre dieta y energía o la fatiga crónica. Una guía para cargarnos de energías positivas, tanto físicas como mentales, y disfrutar de una vida más plena.

Adquiera ENERGIA SIN LIMITES en nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace de OfertasSíguenos en nuestras redes sociales Instagram, Facebook y Twitter. 
",https://feriachilenadellibro.cl/producto/9789566205647-energia-sin-limites/,2025_09_16
EL PODER DE LAS PALABRAS,Sicología,Ciencias Sociales,9,$12.000,$9.000,"SIGMAN, MARIANO",DEBOLSILLO,Rustico/Bolsillo,"0,310 kg","19 × 12,5 × 2 cm",2025.0,352.0,Español,"['0,310 kg', '19 × 12,5 × 2 cm', 'SIGMAN, MARIANO', '352', '2025', 'Rustico/Bolsillo', 'DEBOLSILLO', 'Español']","
EL PODER DE LAS PALABRAS


Conservamos durante toda la vida la misma capacidad de aprender que teníamos cuando éramos niños. Con el paso del tiempo, sin embargo, perdemos la necesidad y la motivación para aprender, de modo que construimos dictámenes sobre lo que no podemos ser: el que está convencido de que las matemáticas no son lo suyo, la que siente que no nació para la música, la que cree que no puede manejar su enfado y el que no puede superar sus miedos. Demoler estas creencias es el punto de partida para mejorar cualquier cosa. Y disponemos de una herramienta simple y potente: las buenas conversaciones. Este libro explica cómo estas buenas conversaciones mejoran la toma de decisiones, las ideas, la memoria y la vida emocional y, así, pueden cambiar tu vida.
Adquiera EL PODER DE LAS PALABRAS en nuestros locales y en nuestra tienda virtual.No olvide aprovechar nuestras grandes promociones en este enlace de OfertasSíguenos en nuestras redes sociales Instagram, Facebook y Twitter. 
",https://feriachilenadellibro.cl/producto/9789563257113-el-poder-de-las-palabras/,2025_09_16
